cve_mun_full,Municipio,Escuelas,Alumnos,Alumnos Mujeres,Alumnos Hombres,Docentes¹,no_asistencia_3_5_pct,no_asistencia_6_11_pct,no_asistencia_12_14_pct,asistencia_15_17_pct,analfabetismo_pct,grado_escolaridad,marginacion,electricidad_pct,computadoras_pct,internet_pct,infra_adaptada_pct,material_adaptado_pct,agua_potable_pct,lavabo_manos_pct,indice_infra_sep,asistencia_primaria_pct,NOM_MUN_CLEAN,temp_media_anual,ZON_TER,escuelas_infied,luz_con_pct_infied,agua_red_pct_infied,bebederos_con_pct_infied,techumbre_con_pct_infied,ambito_urbano_pct_infied,ambito_rural_pct_infied,ambito_predominante_infied,control_predominante_infied
20007,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,14,2659,1827,832,71,47.8,0.0,9.8,49.0,31.6,4.76,Muy alto,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.3,100.0,Asunción Ocotlán,21.0,Semicálido,,,,,,,,,
20008,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,4,472,373,99,13,16.7,13.7,15.6,60.6,8.7,6.67,Medio,75.0,50.0,25.0,0.0,0.0,50.0,75.0,0.4,86.3,Asunción Tlacolulita,27.0,Muy cálido,,,,,,,,,
20009,HEROICA CIUDAD DE TLAXIACO,4,3780,2891,889,41,28.2,2.4,8.4,54.8,12.7,6.72,Alto,90.0,50.0,0.0,0.0,0.0,70.0,70.0,0.4,97.6,Ayotzintepec,23.0,Cálido,,,,,,,,,
20010,HUAUTLA DE JIMÉNEZ,2,1009,731,278,17,15.5,3.2,5.2,86.0,6.1,9.4,Bajo,77.4,22.6,9.7,12.9,6.5,74.2,80.6,0.4,96.8,El Barrio de la Soledad,23.0,Cálido,,,,,,,,,
20011,LOMA BONITA,4,833,669,164,28,28.7,1.9,5.6,43.5,23.5,5.49,Alto,25.0,25.0,0.0,0.0,0.0,100.0,100.0,0.4,98.1,Calihualá,15.0,Templado,,,,,,,,,
20012,MAGDALENA APASCO,1,3402,2627,775,40,52.7,4.7,22.9,39.7,20.9,6.06,Muy alto,54.5,27.3,9.1,0.0,5.5,67.3,72.7,0.3,95.3,Candelaria Loxicha,23.0,Cálido,,,,,,,,,
20013,MIAHUATLÁN DE PORFIRIO DÍAZ,2,3403,2534,869,43,38.4,1.0,6.4,75.8,7.6,7.86,Bajo,33.3,0.0,0.0,0.0,0.0,100.0,100.0,0.3,99.0,Ciénega de Zimatlán,21.0,Semicálido,,,,,,,,,
20014,OAXACA DE JUÁREZ,29,6385,4934,1451,424,11.6,3.0,4.5,87.3,6.5,9.67,Muy bajo,42.9,21.4,14.3,21.4,3.6,100.0,100.0,0.4,97.0,Ciudad Ixtepec,27.0,Muy cálido,,,,,,,,,
20015,SALINA CRUZ,2,1812,1000,812,20,32.5,2.0,17.5,46.8,30.5,4.5,Muy alto,6.7,6.7,0.0,0.0,0.0,93.3,100.0,0.3,98.0,Coatecas Altas,17.0,Templado,,,,,,,,,
20016,SAN ANTONIO DE LA CAL,1,1778,1183,595,24,53.0,9.3,28.9,35.6,42.7,3.89,Muy alto,9.7,6.5,3.2,0.0,3.2,90.3,83.9,0.3,90.7,Coicoyán de las Flores,25.0,Cálido,,,,,,,,,
20017,SAN FRANCISCO IXHUATÁN,1,110,53,57,3,25.1,1.5,12.8,44.5,18.7,5.73,Alto,33.3,0.0,6.7,0.0,0.0,86.7,73.3,0.3,98.5,La Compañía,19.0,Semicálido,,,,,,,,,
20018,SAN FRANCISCO TELIXTLAHUACA,1,200,130,70,6,16.7,0.0,17.4,41.4,8.3,6.31,Alto,100.0,66.7,0.0,16.7,0.0,83.3,66.7,0.5,100.0,Concepción Buenavista,15.0,Templado,,,,,,,,,
20019,SAN JACINTO AMILPAS,1,6,4,2,4,27.7,2.7,6.8,51.8,18.6,5.65,Alto,28.6,14.3,0.0,0.0,14.3,100.0,92.9,0.4,97.3,Concepción Pápalo,15.0,Templado,,,,,,,,,
20020,SAN JUAN BAUTISTA CUICATLÁN,1,83,58,25,3,31.6,8.8,15.5,61.2,30.5,6.36,Alto,20.0,10.0,0.0,0.0,0.0,90.0,80.0,0.3,91.2,Constancia del Rosario,23.0,Cálido,,,,,,,,,
20021,SAN JUAN BAUTISTA TUXTEPEC,8,4800,3996,804,71,42.0,4.2,8.6,74.7,10.1,8.06,Medio,51.7,20.7,6.9,0.0,10.3,86.2,89.7,0.4,95.8,Cosolapa,21.0,Semicálido,,,,,,,,,
20022,SAN LORENZO CACAOTEPEC,1,172,145,27,7,21.1,2.8,5.6,86.7,5.4,7.66,Medio,40.0,20.0,20.0,0.0,0.0,100.0,100.0,0.4,97.2,Cosoltepec,19.0,Semicálido,,,,,,,,,
20023,SAN MARTÍN TILCAJETE,1,1543,1413,130,15,35.5,4.1,7.8,75.3,4.3,9.3,Alto,52.9,23.5,11.8,0.0,5.9,76.5,88.2,0.4,95.9,Cuilápam de Guerrero,19.0,Semicálido,,,,,,,,,
20024,SAN PEDRO MIXTEPEC,2,12,12,0,2,29.9,1.8,17.5,61.0,29.8,4.7,Alto,75.0,18.8,0.0,0.0,25.0,56.3,75.0,0.4,98.2,Cuyamecalco Villa de Zaragoza,25.0,Cálido,,,,,,,,,
20025,SAN PEDRO POCHUTLA,4,4650,3972,678,38,25.2,5.8,19.8,58.3,10.9,7.45,Medio,100.0,38.5,15.4,7.7,0.0,76.9,61.5,0.4,94.2,Chahuites,27.0,Muy cálido,,,,,,,,,
20026,SANTA CRUZ AMILPAS,1,88,76,12,4,17.1,1.1,3.9,72.5,11.1,7.83,Alto,48.0,16.0,0.0,0.0,0.0,84.0,76.0,0.3,98.9,Chalcatongo de Hidalgo,23.0,Cálido,,,,,,,,,
20027,SANTA CRUZ XOXOCOTLÁN,3,247,181,66,15,18.9,0.9,7.8,68.5,31.9,4.88,Alto,20.0,20.0,0.0,0.0,0.0,80.0,80.0,0.3,99.1,Chiquihuitlán de Benito Juárez,17.0,Templado,,,,,,,,,
20028,SANTA LUCÍA DEL CAMINO,4,1693,1527,166,36,34.2,3.3,13.3,57.1,13.9,6.8,Alto,31.7,12.2,2.4,2.4,2.4,85.4,90.2,0.3,96.7,Heroica Ciudad de Ejutla de Crespo,19.0,Semicálido,,,,,,,,,
20029,SANTA MARÍA ATZOMPA,1,104,74,30,5,35.8,3.7,23.2,57.5,33.3,5.23,Muy alto,90.0,30.0,10.0,0.0,0.0,60.0,50.0,0.3,96.3,Eloxochitlán de Flores Magón,15.0,Templado,,,,,,,,,
20030,SANTA MARÍA DEL TULE,6,345,141,204,19,8.6,1.2,3.3,93.0,5.4,10.88,Muy bajo,55.6,11.1,11.1,11.1,11.1,100.0,100.0,0.4,98.8,El Espinal,27.0,Muy cálido,,,,,,,,,
20031,SANTA MARÍA HUATULCO,7,3119,1786,1333,55,33.9,2.4,17.2,60.5,26.4,6.21,Alto,92.3,61.5,23.1,0.0,0.0,92.3,76.9,0.5,97.6,Tamazulápam del Espíritu Santo,19.0,Semicálido,,,,,,,,,
20032,SANTA MARÍA PETAPA,2,744,536,208,22,35.2,1.9,10.9,43.2,23.8,5.68,Alto,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.3,98.1,Fresnillo de Trujano,25.0,Cálido,,,,,,,,,
20033,SANTIAGO COMALTEPEC,1,97,68,29,4,23.1,4.0,8.3,73.4,3.1,9.96,Muy bajo,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.3,96.0,Guadalupe Etla,19.0,Semicálido,,,,,,,,,
20034,SANTIAGO JUXTLAHUACA,1,7,5,2,2,15.9,1.4,5.5,59.7,12.3,6.49,Medio,20.0,20.0,0.0,0.0,0.0,80.0,100.0,0.3,98.6,Guadalupe de Ramírez,19.0,Semicálido,,,,,,,,,
20035,SANTIAGO MATATLÁN,1,3250,2755,495,33,14.8,1.4,5.9,87.5,1.6,11.46,Muy bajo,100.0,50.0,100.0,50.0,50.0,100.0,100.0,0.8,98.6,Guelatao de Juárez,17.0,Templado,,,,,,,,,
20036,SANTIAGO PINOTEPA NACIONAL,1,3247,2897,350,23,20.3,3.5,10.8,67.3,18.0,6.08,Alto,54.8,12.9,9.7,6.5,32.3,54.8,64.5,0.3,96.5,Guevea de Humboldt,23.0,Cálido,,,,,,,,,
20037,SANTIAGO SUCHILQUITONGO,1,162,115,47,6,28.9,2.6,17.9,40.8,24.4,5.69,Alto,31.8,9.1,0.0,0.0,22.7,90.9,100.0,0.4,97.4,Mesones Hidalgo,27.0,Muy cálido,,,,,,,,,
20038,SANTO DOMINGO TEHUANTEPEC,2,2066,1852,214,38,13.3,1.2,16.0,67.5,16.8,6.19,Alto,33.3,33.3,0.0,0.0,0.0,100.0,66.7,0.3,98.8,Villa Hidalgo,17.0,Templado,,,,,,,,,
20039,TEOTITLÁN DE FLORES MAGÓN,1,234,166,68,5,18.2,3.1,6.4,72.7,5.2,9.54,Muy bajo,49.5,29.9,23.7,9.3,10.3,92.8,91.8,0.4,96.9,Heroica Ciudad de Huajuapan de León,17.0,Templado,1.0,100.0,100.0,100.0,0.0,0.0,100.0,RURAL,PÚBLICO
20040,TLACOLULA DE MATAMOROS,1,90,69,21,5,44.5,4.4,23.2,50.7,37.1,4.58,Muy alto,6.7,6.7,0.0,0.0,0.0,86.7,80.0,0.3,95.6,Huautepec,23.0,Cálido,,,,,,,,,
20041,TLALIXTAC DE CABRERA,1,87,61,26,5,34.1,3.1,13.2,63.3,27.9,6.48,Muy alto,56.3,14.9,1.1,2.3,0.0,59.8,65.5,0.3,96.9,Huautla de Jiménez,23.0,Cálido,,,,,,,,,
20042,VILLA DE TUTUTEPEC,2,49,32,17,4,13.2,1.7,6.2,76.5,5.6,8.47,Medio,100.0,33.3,0.0,0.0,4.8,61.9,66.7,0.4,98.3,Ixtlán de Juárez,17.0,Templado,,,,,,,,,
20043,ZIMATLÁN DE ÁLVAREZ,1,112,99,13,7,13.2,2.8,7.1,77.8,9.5,8.92,Bajo,79.3,28.7,16.1,20.7,5.7,86.2,74.7,0.4,97.2,Juchitán de Zaragoza,27.0,Muy cálido,,,,,,,,,
21001,ACAJETE,1,22,22,0,2,40.4,3.7,15.2,59.2,8.6,7.54,Medio,95.6,53.3,28.9,40.0,15.6,82.2,93.3,0.6,96.3,Acajete,15.0,Templado,,,,,,,,,
21002,ACATLÁN,6,1010,652,358,85,32.2,6.4,15.8,64.3,11.2,7.18,Alto,100.0,52.4,23.8,14.3,9.5,38.1,66.7,0.4,93.6,Acateno,21.0,Semicálido,,,,,,,,,
21003,ACATZINGO,2,32,28,4,7,18.4,3.3,6.9,79.5,8.7,8.72,Medio,97.0,51.5,7.6,13.6,6.1,75.8,86.4,0.5,96.7,Acatlán,21.0,Semicálido,,,,,,,,,
21004,AHUAZOTEPEC,2,68,36,32,26,40.3,5.4,24.5,47.6,7.4,7.72,Medio,93.8,56.3,39.6,27.1,14.6,70.8,93.8,0.6,94.6,Acatzingo,17.0,Templado,,,,,,,,,
21005,AJALPAN,1,21,21,0,2,24.3,0.8,6.6,48.5,16.7,6.33,Muy alto,100.0,83.3,33.3,0.0,0.0,66.7,100.0,0.5,99.2,Acteopan,19.0,Semicálido,,,,,,,,,
21006,ALTEPEXI,1,16,15,1,2,28.7,2.9,5.8,75.1,29.4,6.06,Alto,92.0,48.0,8.0,8.0,8.0,88.0,84.0,0.5,97.1,Ahuacatlán,19.0,Semicálido,,,,,,,,,
21007,AMOZOC,4,3855,3109,746,122,25.5,5.6,11.8,67.7,15.7,6.13,Alto,100.0,38.5,15.4,7.7,38.5,69.2,92.3,0.5,94.4,Ahuatlán,23.0,Cálido,,,,,,,,,
21008,ATLIXCO,9,1670,983,687,111,27.4,3.5,6.3,81.4,6.8,8.44,Bajo,100.0,52.6,15.8,31.6,10.5,100.0,94.7,0.6,96.5,Ahuazotepec,13.0,Templado,,,,,,,,,
21009,CHALCHICOMULA DE SESMA,6,2870,2254,616,84,28.8,3.8,12.2,73.8,11.7,7.24,Alto,100.0,50.0,0.0,37.5,25.0,75.0,100.0,0.6,96.2,Ahuehuetitla,21.0,Semicálido,,,,,,,,,
21010,CHIAUTLA,2,1969,1502,467,59,44.0,4.8,21.6,52.6,18.2,6.63,Alto,97.5,60.2,20.3,9.3,9.3,49.2,78.8,0.5,95.2,Ajalpan,19.0,Semicálido,,,,,,,,,
21011,CHIGNAHUAPAN,1,12,10,2,2,47.9,2.8,10.3,70.7,10.1,6.52,Medio,50.0,0.0,0.0,0.0,0.0,50.0,75.0,0.3,97.2,Albino Zertuche,21.0,Semicálido,,,,,,,,,
21012,CHIGNAUTLA,1,16,10,6,2,38.1,2.8,7.3,76.5,9.3,7.57,Medio,100.0,28.6,28.6,28.6,14.3,100.0,85.7,0.6,97.2,Aljojuca,15.0,Templado,,,,,,,,,
21013,CUAUTLANCINGO,3,392,375,17,80,39.8,4.1,24.1,49.4,12.2,6.92,Bajo,88.9,55.6,55.6,22.2,11.1,88.9,100.0,0.6,95.9,Altepexi,23.0,Cálido,,,,,,,,,
21014,CUETZALAN DEL PROGRESO,1,2,2,0,3,23.3,3.7,9.6,82.6,28.2,6.18,Alto,90.9,45.5,0.0,0.0,0.0,90.9,90.9,0.5,96.3,Amixtlán,17.0,Templado,,,,,,,,,
21015,EPATLÁN,1,9,6,3,1,28.0,4.7,9.9,72.6,4.5,9.27,Muy bajo,89.5,59.6,54.4,36.8,22.8,80.7,93.0,0.6,95.3,Amozoc,15.0,Templado,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
21016,GUADALUPE VICTORIA,1,15,15,0,2,13.8,1.8,9.5,61.7,11.1,7.21,Medio,96.6,58.6,13.8,6.9,6.9,96.6,86.2,0.5,98.2,Aquixtla,15.0,Templado,,,,,,,,,
21017,HUAUCHINANGO,5,1576,1217,359,76,22.8,1.8,9.3,66.5,12.1,7.7,Medio,96.4,89.3,35.7,17.9,14.3,96.4,89.3,0.6,98.2,Atempan,11.0,Semifrio,,,,,,,,,
21018,HUEHUETLA,1,20,16,4,4,30.5,1.3,5.8,85.1,9.3,7.2,Medio,92.9,50.0,7.1,14.3,14.3,92.9,100.0,0.5,98.7,Atexcal,21.0,Semicálido,,,,,,,,,
21019,HUEJOTZINGO,3,2486,1489,997,32,34.4,4.3,12.1,69.1,4.8,9.39,Muy bajo,97.0,69.7,47.7,29.5,20.5,85.6,97.0,0.6,95.7,Atlixco,19.0,Semicálido,1.0,100.0,100.0,100.0,100.0,100.0,0.0,URBANO,PÚBLICO
21020,IZÚCAR DE MATAMOROS,3,2291,1237,1054,80,26.1,3.7,19.1,62.0,5.4,7.86,Bajo,100.0,66.7,0.0,33.3,0.0,100.0,66.7,0.5,96.3,Atoyatempan,17.0,Templado,,,,,,,,,
21021,LIBRES,2,84,76,8,4,10.5,2.2,11.6,69.8,7.3,8.17,Medio,100.0,50.0,0.0,50.0,50.0,100.0,100.0,0.6,97.8,Atzala,23.0,Cálido,,,,,,,,,
21022,MIXTLA,1,32,11,21,10,44.1,2.3,15.0,60.8,9.8,6.75,Medio,100.0,68.4,26.3,26.3,21.1,84.2,100.0,0.6,97.7,Atzitzihuacán,19.0,Semicálido,,,,,,,,,
21023,NOPALUCAN,1,33,31,2,3,49.4,4.1,20.1,55.1,14.0,6.5,Alto,90.5,42.9,9.5,23.8,38.1,66.7,90.5,0.5,95.9,Atzitzintla,11.0,Semifrio,,,,,,,,,
21024,ORIENTAL,2,1153,866,287,90,18.4,3.6,9.8,82.0,15.8,6.15,Medio,80.0,20.0,0.0,0.0,0.0,80.0,100.0,0.4,96.4,Axutla,25.0,Cálido,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
21025,PANTEPEC,1,15,15,0,1,19.5,4.2,12.2,72.5,11.8,7.79,Alto,85.7,57.1,4.8,19.0,19.0,81.0,90.5,0.5,95.8,Ayotoxco de Guerrero,21.0,Semicálido,,,,,,,,,
21026,PUEBLA,58,18131,10607,7524,620,42.0,2.4,6.7,73.6,10.8,7.48,Medio,100.0,75.0,66.7,33.3,25.0,100.0,100.0,0.7,97.6,Calpan,15.0,Templado,,,,,,,,,
21027,RAFAEL LARA GRAJALES,3,63,63,0,5,18.3,0.2,5.5,80.1,10.2,6.65,Alto,95.2,57.1,19.0,4.8,14.3,81.0,81.0,0.5,99.8,Caltepec,15.0,Templado,,,,,,,,,
21028,SAN ANDRÉS CHOLULA,1,148,108,40,16,18.9,4.1,15.3,58.8,23.7,6.07,Alto,60.0,50.0,10.0,0.0,40.0,50.0,70.0,0.4,95.9,Camocuautla,17.0,Templado,,,,,,,,,
21029,SAN JOSÉ MIAHUATLÁN,1,38,38,0,1,15.5,0.5,3.9,90.5,20.3,7.71,Alto,75.0,50.0,25.0,0.0,0.0,75.0,100.0,0.5,99.5,Caxhuacan,21.0,Semicálido,,,,,,,,,
21030,SAN MARTÍN TEXMELUCAN,11,2754,1942,812,134,15.2,0.0,5.1,84.6,24.6,6.63,Alto,100.0,50.0,50.0,0.0,0.0,100.0,100.0,0.6,100.0,Coatepec,19.0,Semicálido,,,,,,,,,
21031,SAN PEDRO CHOLULA,6,2279,1532,747,87,21.8,4.1,19.0,55.7,17.9,5.81,Alto,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.4,95.9,Coatzingo,23.0,Cálido,,,,,,,,,
21032,SANTO TOMÁS HUEYOTLIPAN,1,8,8,0,1,28.6,2.1,4.1,79.6,15.4,6.57,Medio,71.4,57.1,0.0,0.0,0.0,57.1,85.7,0.4,97.9,Cohetzala,21.0,Semicálido,,,,,,,,,
21033,SOLTEPEC,1,8,7,1,2,20.8,3.7,8.8,68.1,6.2,7.85,Medio,88.9,77.8,33.3,0.0,0.0,100.0,100.0,0.6,96.3,Cohuecan,19.0,Semicálido,,,,,,,,,
21034,TECALI DE HERRERA,1,12,12,0,1,35.8,5.9,9.0,74.6,3.1,9.8,Muy bajo,100.0,66.7,61.9,61.9,19.0,57.1,100.0,0.7,94.1,Coronango,15.0,Templado,,,,,,,,,
21035,TECAMACHALCO,6,2361,1900,461,68,23.8,4.0,9.5,72.5,10.7,8.35,Medio,91.9,64.9,24.3,18.9,10.8,59.5,91.9,0.5,96.0,Coxcatlán,13.0,Templado,,,,,,,,,
21036,TEHUACÁN,9,2882,2028,854,122,47.5,5.0,25.0,51.6,26.2,5.38,Muy alto,96.9,57.8,4.7,0.0,1.6,34.4,79.7,0.4,95.0,Coyomeapan,15.0,Templado,,,,,,,,,
21037,TEPEACA,2,54,28,26,14,14.4,0.4,2.9,88.3,12.5,7.63,Medio,100.0,66.7,16.7,33.3,33.3,100.0,100.0,0.6,99.6,Coyotepec,19.0,Semicálido,,,,,,,,,
21038,TEPEXI DE RODRÍGUEZ,3,1217,1085,132,108,44.7,6.4,23.9,51.5,4.9,7.72,Medio,83.3,83.3,66.7,33.3,16.7,83.3,100.0,0.7,93.6,Cuapiaxtla de Madero,17.0,Templado,,,,,,,,,
21039,TEZIUTLÁN,9,1861,1159,702,105,21.5,3.3,13.1,63.3,15.2,7.13,Alto,80.0,40.0,0.0,5.0,0.0,75.0,90.0,0.4,96.7,Cuautempan,13.0,Templado,,,,,,,,,
21040,TLAOLA,1,19,19,0,2,37.1,3.0,11.5,58.8,7.7,7.63,Alto,93.3,66.7,40.0,40.0,13.3,80.0,93.3,0.6,97.0,Cuautinchán,17.0,Templado,,,,,,,,,
21041,TLATLAUQUITEPEC,4,71,40,31,7,25.1,5.2,7.2,83.3,1.4,11.32,Muy bajo,100.0,74.2,72.6,51.6,25.8,95.2,98.4,0.7,94.8,Cuautlancingo,17.0,Templado,,,,,,,,,
21042,TOCHTEPEC,1,6,6,0,1,15.1,3.8,13.1,67.0,17.8,6.62,Alto,88.2,58.8,5.9,11.8,17.6,70.6,70.6,0.5,96.2,Cuayuca de Andrade,19.0,Semicálido,,,,,,,,,
21043,XICOTEPEC,1,156,114,42,6,22.4,2.0,11.7,71.2,14.9,7.47,Alto,83.8,40.4,7.4,8.8,19.9,80.1,87.5,0.5,98.0,Cuetzalan del Progreso,21.0,Semicálido,,,,,,,,,
21044,XIUTETELCO,2,44,43,1,5,33.6,2.7,8.6,71.7,7.3,7.93,Medio,96.7,46.7,23.3,10.0,3.3,93.3,96.7,0.5,97.3,Cuyoaco,11.0,Semifrio,,,,,,,,,
21045,ZACAPOAXTLA,5,732,224,508,31,38.8,3.7,9.9,70.3,9.2,8.36,Bajo,94.1,62.7,31.4,17.6,15.7,94.1,96.1,0.6,96.3,Chalchicomula de Sesma,15.0,Templado,,,,,,,,,
21046,ZACATLÁN,6,1484,1066,418,106,49.2,4.1,12.2,59.2,7.2,7.55,Bajo,100.0,55.6,44.4,44.4,22.2,88.9,100.0,0.7,95.9,Chapulco,17.0,Templado,,,,,,,,,
21047,ZAPOTITLÁN,1,11,2,9,1,23.4,4.2,8.9,70.8,10.0,8.24,Medio,91.1,50.0,17.9,5.4,3.6,69.6,78.6,0.5,95.8,Chiautla,25.0,Cálido,,,,,,,,,
21048,ZARAGOZA,2,50,50,0,4,36.6,2.7,7.0,73.8,3.7,8.53,Bajo,100.0,66.7,40.0,26.7,6.7,100.0,93.3,0.6,97.3,Chiautzingo,15.0,Templado,,,,,,,,,
21049,ZINACATEPEC,1,15,15,0,2,36.9,3.0,16.9,56.0,27.5,5.59,Alto,97.6,58.5,7.3,9.8,17.1,80.5,87.8,0.5,97.0,Chiconcuautla,13.0,Templado,,,,,,,,,
22001,AMEALCO DE BONFIL,1,23,23,0,1,39.4,3.3,13.9,52.8,11.1,7.24,Medio,94.4,64.0,8.8,19.2,17.6,97.6,89.6,0.6,96.7,Amealco de Bonfil,15.0,Templado,,,,,,,,,
22002,CADEREYTA DE MONTES,1,1569,1349,220,12,40.4,3.3,10.4,57.2,11.4,7.23,Alto,84.6,64.0,8.1,8.8,16.9,45.6,76.5,0.4,96.7,Pinal de Amoles,19.0,Semicálido,,,,,,,,,
22003,CORREGIDORA,4,1387,980,407,18,42.4,5.2,10.1,70.1,10.9,7.59,Medio,92.5,70.0,27.5,17.5,25.0,75.0,90.0,0.6,94.8,Arroyo Seco,19.0,Semicálido,,,,,,,,,
22004,EL MARQUÉS,1,2027,672,1355,12,33.2,2.6,10.9,65.2,8.3,8.02,Medio,93.0,53.8,12.3,12.3,17.0,82.5,77.8,0.5,97.4,Cadereyta de Montes,17.0,Templado,,,,,,,,,
22005,EZEQUIEL MONTES,1,731,526,205,12,42.6,2.9,10.4,58.8,6.9,7.97,Bajo,95.2,62.7,28.9,19.3,9.6,95.2,83.1,0.6,97.1,Colón,15.0,Templado,,,,,,,,,
22006,JALPAN DE SERRA,1,1200,886,314,8,29.8,4.0,6.0,82.2,1.7,12.22,Muy bajo,100.0,72.3,73.1,51.5,31.5,97.7,93.8,0.7,96.0,Corregidora,19.0,Semicálido,,,,,,,,,
22007,QUERÉTARO,49,20111,12896,7215,316,39.6,2.3,11.6,64.4,6.8,8.28,Bajo,97.9,68.1,38.3,31.9,6.4,100.0,76.6,0.6,97.7,Ezequiel Montes,19.0,Semicálido,,,,,,,,,
22008,SAN JOAQUÍN,1,757,624,133,3,40.9,4.3,15.7,49.8,8.3,7.73,Bajo,96.8,58.7,20.6,31.7,7.9,96.8,84.1,0.6,95.7,Huimilpan,15.0,Templado,,,,,,,,,
22009,SAN JUAN DEL RÍO,13,3799,2252,1547,52,38.7,2.5,8.9,74.0,8.4,8.58,Bajo,89.3,61.3,10.7,17.3,20.0,64.0,81.3,0.5,97.5,Jalpan de Serra,19.0,Semicálido,,,,,,,,,
22010,TEQUISQUIAPAN,2,1684,1138,546,14,34.8,3.4,9.9,69.5,13.1,6.98,Alto,95.7,68.6,15.7,12.9,18.6,65.7,82.9,0.5,96.6,Landa de Matamoros,19.0,Semicálido,,,,,,,,,
23001,BACALAR,1,1783,1298,485,31,41.8,5.5,7.0,81.2,2.6,10.15,Muy bajo,89.8,32.7,42.9,63.3,26.5,89.8,91.8,0.6,94.5,Cozumel,25.0,Cálido,,,,,,,,,
23002,BENITO JUÁREZ,23,11538,9354,2184,148,17.6,2.2,5.1,75.8,9.9,8.52,Medio,87.7,64.5,18.1,31.6,14.8,94.2,84.5,0.6,97.8,Felipe Carrillo Puerto,25.0,Cálido,3.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
23003,COZUMEL,1,2920,2101,819,28,50.3,7.0,12.1,60.8,3.3,8.92,Muy bajo,100.0,47.6,52.4,76.2,33.3,81.0,100.0,0.7,93.0,Isla Mujeres,25.0,Cálido,,,,,,,,,
23004,FELIPE CARRILLO PUERTO,3,1829,1199,630,10,34.9,3.5,6.0,82.6,4.1,10.19,Muy bajo,84.9,55.0,26.7,45.0,22.3,88.4,78.5,0.6,96.5,Othón P. Blanco,23.0,Cálido,2.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
23005,ISLA MUJERES,1,138,120,18,6,49.2,6.4,8.5,75.5,1.9,10.56,Muy bajo,87.2,43.5,47.3,61.2,22.5,84.6,81.3,0.6,93.6,Benito Juárez,25.0,Cálido,,,,,,,,,
23006,JOSÉ MARÍA MORELOS,1,1535,1240,295,6,13.1,1.8,5.8,71.5,10.2,8.15,Alto,86.0,63.4,9.7,35.5,16.1,90.3,75.3,0.5,98.2,José María Morelos,25.0,Cálido,4.0,100.0,25.0,0.0,25.0,0.0,100.0,RURAL,PÚBLICO
23007,LÁZARO CÁRDENAS,1,843,735,108,3,35.2,4.0,7.8,74.3,8.0,8.28,Medio,92.9,51.4,5.7,27.1,18.6,81.4,72.9,0.5,96.0,Lázaro Cárdenas,25.0,Cálido,2.0,100.0,100.0,50.0,0.0,0.0,100.0,RURAL,PÚBLICO
23008,OTHÓN P. BLANCO,10,7167,4878,2289,99,50.1,7.9,10.4,72.0,1.7,10.7,Muy bajo,82.5,43.4,38.0,54.2,22.9,87.3,75.9,0.6,92.1,Solidaridad,25.0,Cálido,,,,,,,,,
23009,PUERTO MORELOS,1,1382,1128,254,21,41.8,9.5,15.4,64.4,4.7,9.28,Bajo,97.8,51.1,33.3,51.1,8.9,88.9,86.7,0.6,90.5,Tulum,25.0,Cálido,,,,,,,,,
23010,SOLIDARIDAD,6,6971,5219,1752,59,45.0,4.5,9.1,68.5,11.1,7.86,Medio,92.7,65.1,15.6,37.6,22.0,93.6,86.2,0.6,95.5,Bacalar,25.0,Cálido,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
23011,TULUM,1,2875,1989,886,10,46.1,9.1,10.6,68.6,3.5,10.36,Muy bajo,93.8,25.0,31.3,62.5,18.8,100.0,100.0,0.6,90.9,Puerto Morelos,25.0,Cálido,,,,,,,,,
24001,AXTLA DE TERRAZAS,1,5435,4398,1037,47,28.8,3.9,7.9,57.6,8.0,7.68,Medio,90.0,43.8,5.0,8.8,13.8,71.3,95.0,0.5,96.1,Ahualulco del Sonido 13,15.0,Templado,1.0,100.0,0.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
24002,CATORCE,1,10529,9088,1441,70,21.7,3.2,8.5,53.6,11.2,6.84,Alto,92.5,52.5,7.5,17.5,0.0,45.0,62.5,0.4,96.8,Alaquines,21.0,Semicálido,,,,,,,,,
24003,CERRITOS,1,2087,1750,337,25,14.5,2.3,11.3,55.6,15.3,6.96,Muy alto,89.0,60.5,4.1,4.7,2.3,31.4,73.8,0.4,97.7,Aquismón,19.0,Semicálido,,,,,,,,,
24004,CIUDAD DEL MAÍZ,1,2726,2510,216,27,34.3,11.1,27.2,42.2,10.4,6.33,Medio,95.2,38.1,4.8,9.5,0.0,85.7,95.2,0.5,88.9,Armadillo de los Infante,15.0,Templado,,,,,,,,,
